Year,Make,Model,Condition,Price,SellerName,SellerRating,StreetName,State,ExteriorColor,MinMPG,MaxMPG,FuelType,Mileage
2021,Toyota,Camry SE,Toyota Certified,31987,Team One Toyota,3.3,927 W Grand Ave Rainbow City,AL,Midnight Black Metallic,28,39,Gasoline,24854
2021,Mazda,CX-5 Grand Touring,Used,29919,EchoPark Automotive Chattanooga Delivery Center,5,ONLINE ONLY Chattanooga,TN,Snowflake White Pearl,25,31,Gasoline,41331
2021,Mazda,CX-5 Touring,Used,27739,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Sonic Silver Metallic,25,31,Gasoline,46471
2019,Honda,CR-V EX-L,Honda Certified,32735,Honda of Chantilly,4.6,4175 Stonecroft Blvd Chantilly,VA,Modern Steel Metallic,27,33,Gasoline,36214
2019,Honda,Civic LX,Used,24580,Brown's Arlington Honda,4.7,3920 Lee Highway Arlington,VA,Modern Steel Metallic,30,38,Gasoline,21181
2019,BMW,330 i xDrive,Used,39500,Alexandria VW,4.6,107 W Glebe Rd Alexandria,VA,Jet Black,25,34,Gasoline,12034
2019,Honda,CR-V EX,Used,28994,"Maguire Automotive (Imports - Audi, VW, Volvo, Kia and Toyota)",4.8,370 Elmira Rd Ithaca,NY,White,27,33,Gasoline,35565
2020,Nissan,Rogue SV,Nissan Certified,24498,HGreg Nissan Kendall,4.6,17305 S Dixie Hwy Palmetto Bay,FL,Brilliant Silver Metallic,26,33,Gasoline,13309
2019,Subaru,Outback 2.5i Limited,Used,31990,Patrick Subaru,4.9,247 Boston Turnpike Shrewsbury,MA,Ice Silver Metallic,25,32,Gasoline,37932
2019,Audi,A4 2.0T Premium,Used,33998,CarMax West Sahara - Now offering Curbside Pickup and Home Delivery,2.6,6755 W Sahara Ave Las Vegas,NV,Brilliant Black,27,34,Gasoline,15390
2019,Hyundai,Kona EV Ultimate,Used,37975,Bill Luke Tempe,4.8,7833 S Autoplex Loop Tempe,AZ,Chalk White,132,108,Electric,11696
2021,Subaru,Crosstrek Sport,Used,33929,AutoNation Subaru Arapahoe,4.5,9955 E Arapahoe Rd Centennial,CO,Crystal Black Silica,27,34,Gasoline,14803
2013,Honda,Accord EX-L,Used,19991,Classic Chrysler Dodge Jeep Ram Fiat,4.4,1111 I-20 Frontage Rd Arlington,TX,Still Night Pearl,27,36,Gasoline,62048
2020,Nissan,Leaf SV,Used,29855,Round Rock Nissan,4.5,3050 N Interstate 35 Round Rock,TX,Gun Metallic,123,99,Electric,14303
2021,Honda,CR-V EX,Honda Certified,32900,John Eagle Honda of Dallas,4.8,5403 Lemmon Ave Dallas,TX,Modern Steel Metallic,28,34,Gasoline,14949
2020,Nissan,Rogue SV,Used,22994,Hertz Car Sales Mesquite,4.6,8640 E R.L. Thornton Fwy Dallas,TX,Magnetic Black Pearl,26,33,Gasoline,56040
2020,Chevrolet,Equinox 1LT,Chevrolet Certified,28623,"Burtness Chevrolet, Inc.",4.4,802 Genesis Drive Orfordville,WI,Cayenne Orange Metallic,26,31,Gasoline,13687
2019,Chevrolet,Equinox 1LT,Used,20692,Chevrolet of Palatine,4.3,151 E. Lake Cook Dr. Palatine,IL,Mosaic Black Metallic,25,30,Gasoline,63695
2019,Toyota,RAV4 LE,Toyota Certified,28488,Toyota of Lincolnwood,4,7225 N. Cicero Ave Lincolnwood,IL,Silver Sky Metallic,25,33,Gasoline,15351
2021,Nissan,Kicks S,Used,25324,94 Nissan Of South Holland,4.8,16269 Van Dam Road South Holland,IL,Gun Metallic,31,36,Gasoline,14259
2020,Honda,CR-V LX,Used,28400,Byers Toyota,4.7,1599 Columbus Pike Delaware,OH,Lunar Silver Metallic,27,32,Gasoline,40631
2021,Honda,CR-V Touring,Used,40534,Lindsay Honda,4.2,5959 Scarborough Blvd Columbus,OH,Aegean Blue Metallic,27,32,Gasoline,13916
2021,Hyundai,Sonata SE,Used,25739,EchoPark Automotive Augusta Delivery Center,5,ONLINE ONLY Augusta,GA,Phantom Black,28,38,Gasoline,20050
2020,Hyundai,Elantra SEL,Used,21199,EchoPark Automotive Tampa,4.8,4636 N Dale Mabry Hwy Tampa,FL,Stellar Silver,30,40,Gasoline,22122
2020,Toyota,Camry Hybrid SE,Used,32998,CarMax West Broad - Now offering Curbside Pickup and Home Delivery,2.3,11090 W Broad St Glen Allen,VA,White,44,47,Hybrid,38822
2020,Honda,Civic LX,Used,24000,Miami Lakes Automall - Chevrolet Kia Dodge Chrysler Jeep Ram Mitsubishi,4.5,16600 NW 57th Ave Hialeah,FL,Rallye Red,30,38,Gasoline,20978
2020,Honda,Civic LX,Honda Certified,23900,Brickell Honda,4.5,690 SW 8th St Miami,FL,Modern Steel Metallic,30,38,Gasoline,25589
2019,BMW,330 i,BMW Certified,45995,BMW of Honolulu,4.5,777 Kapiolani Blvd Honolulu,HI,Alpine White,26,36,Gasoline,11762
2007,Honda,Fit Sport,Used,9995,Auto Sales Express,4.5,960 Temple St Whitman,MA,Gray,33,38,Gasoline,51505
2019,Honda,Civic LX,Honda Certified,28500,Sunset Honda,4.8,12250 Los Osos Valley Rd San Luis Obispo,CA,Silver,30,38,Gasoline,15933
2018,Nissan,Altima 2.5 S,Used,22944,AutoNation Honda East Las Vegas,4.8,1700 E Sahara Ave Las Vegas,NV,Black,27,38,Gasoline,10737
2020,Tesla,Model Y Long Range,Used,69990,Marin Acura,4.9,5860 Paradise Dr Corte Madera,CA,Black,127,114,Electric,39151
2016,Honda,HR-V EX,Used,15490,Expo Auto Sales LLC,5,4219 S. 7th st Phoenix,AZ,Charcoal,27,32,Gasoline,43593
2021,Honda,Accord Sport 1.5T,Used,33998,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,3.5,1480 E Motorplex Loop Gilbert,AZ,Silver,29,35,Gasoline,11390
2020,BMW,330 i,Used,39998,CarMax Denton - Now offering Curbside Pickup and Home Delivery,1.8,4200 S I-35E Denton,TX,Gray,26,36,Gasoline,23995
2015,Mercedes-Benz,CLA-Class CLA 250,Used,21985,AutoNation Chevrolet Waco,4.6,1625 N Valley Mills Dr Waco,TX,Citrus White,26,38,Gasoline,66992
2021,Toyota,Camry SE,Used,32778,Sport City Toyota,3.9,12650 Lyndon B Johnson Fwy Dallas,TX,Midnight Black Metallic,28,39,Gasoline,22388
2021,Toyota,Camry XSE,Toyota Certified,36994,Toyota of Brookfield,4.7,20655 W Capitol Dr Brookfield,WI,Wind Chill Pearl / Midnight Black Metallic,25,34,Gasoline,11285
2021,Honda,CR-V EX-L,Honda Certified,36443,Tameron Honda Eastern Shore,4.6,9871 Justina Ave Daphne,AL,Platinum White Pearl,28,34,Gasoline,31944
2019,BMW,330 i,Used,37713,Carriage Kia of Woodstock,4.8,630 Olde Rope Mill Park Rd Woodstock,GA,White Metallic,26,36,Gasoline,16062
2019,Honda,Civic LX,Used,23995,VIP Kars,4.6,1201 South Marietta Pkwy SE Marietta,GA,Modern Steel Metallic,30,38,Gasoline,39726
2019,Toyota,RAV4 LE,Toyota Certified,30947,Tansky Sawmill Toyota,4.6,6300 Sawmill Rd Dublin,OH,Silver Sky Metallic,25,33,Gasoline,16965
2020,Kia,Soul GT-Line 2.0L,Kia Certified,26771,Kia Of Greer,4.2,14345 E Wade Hampton Blvd Greer,SC,Inferno Red,27,33,Gasoline,12014
2021,Tesla,Model Y Long Range,Used,71318,Westgate Pre-Owned,5,7900 Capital Blvd Raleigh,NC,Black,131,117,Electric,31249
2021,BMW,330 i xDrive,Used,42998,CarMax Dulles - Now offering Curbside Pickup and Home Delivery,2.9,45210 Towlern Pl Sterling,VA,Black,25,34,Gasoline,20045
2018,Tesla,Model S 100D,Used,71300,Koons Woodbridge Hyundai,3.9,1880 Opitz Blvd Woodbridge,VA,Black,101,102,Electric,36165
2019,Chevrolet,Equinox 1LT,Used,22577,Ourisman Super Center,1,15301 N. Frederick Road Rockville,MD,Sandy Ridge Metallic,26,32,Gasoline,49244
2019,Subaru,Crosstrek 2.0i Premium,Used,29995,Thornton Chevrolet,4.8,180 S Main St Manchester,PA,Crystal White Pearl,27,33,Gasoline,11742
2020,Volkswagen,Jetta 1.4T S,Volkswagen Certified,22977,Gunther Volkswagen Volvo Mitsubishi Coconut Creek,4.8,4300 SR 7 Coconut Creek,FL,Platinum Gray Metallic,30,40,Gasoline,10156
2019,Honda,CR-V Touring,Used,33999,DCH Honda of Nanuet,4.7,10 Rte. 304 Nanuet,NY,Platinum White Pearl,27,33,Gasoline,22154
2019,Honda,CR-V EX-L,Used,32000,Greenwich Honda,4.8,289 Mason St Greenwich,CT,Crystal Black Pearl,27,33,Gasoline,37447
2021,BMW,330 i xDrive,Used,45607,BMW of Warwick,4.7,1515 Bald Hill Rd Warwick,RI,Mineral Gray Metallic,25,34,Gasoline,10746
2019,Honda,CR-V EX-L,Honda Certified,32500,Bernardi Honda in Natick,4.6,960 Worcester St Natick,MA,Platinum White Pearl,27,33,Gasoline,21967
2019,Nissan,Rogue SL,Used,29000,Bernardi Honda in Natick,4.6,960 Worcester St Natick,MA,Gun Metallic,25,32,Gasoline,35630
2020,Honda,Civic LX,Honda Certified,24560,Boch Honda,4.5,279 Boston Providence Hwy Norwood,MA,Crystal Black Pearl,30,38,Gasoline,44340
2020,Honda,Civic LX,Honda Certified,23798,Parkway Honda of Boston,4.6,1575 VFW Parkway Boston,MA,Black,30,38,Gasoline,44264
2019,Toyota,Highlander Hybrid LE,Used,37981,Woburn Toyota,4.5,394 Washington St Woburn,MA,Midnight Black Metallic,30,28,Hybrid,29759
2020,Toyota,Corolla LE,Used,22999,Ira Honda 128,4.7,88-98 Walkers Brook Dr Reading,MA,Classic Silver Metallic,30,38,Gasoline,19405
2019,Honda,Civic EX-L,Used,27490,AutoNation Buick GMC West Sahara,4.6,6400 W Sahara Ave Las Vegas,NV,Gray,32,42,Gasoline,45793
2019,Honda,CR-V EX-L,Honda Certified,33499,Findlay Honda Henderson,4.6,933 Auto Show Dr Henderson,NV,Obsidian Blue Pearl,28,34,Gasoline,33345
2020,Nissan,Rogue S,Used,23992,BMW North Scottsdale,4.5,18018 N Scottsdale Rd. Phoenix,AZ,Gun Metallic,25,32,Gasoline,26893
2021,Toyota,RAV4 LE,Used,31936,Vandergriff Toyota,4.5,1000 I-20 West Arlington,TX,Silver Sky Metallic,27,35,Gasoline,46812
2016,Ford,Fiesta SE,Used,16510,Clear Lake Nissan,4.5,2150 Gulf Fwy S League City,TX,White,28,36,Gasoline,23636
2020,Toyota,RAV4 Hybrid Hybrid Limited,Used,45499,Walser Toyota,4.6,4401 American Blvd W Minneapolis,MN,R,41,38,Hybrid,41647
2021,Kia,Forte LXS,Used,24976,AutoNation Honda 385,4.7,4030 Hacks Cross Rd Memphis,TN,Aurora Black,29,40,Gasoline,18194
2021,Nissan,Rogue SV,Used,33999,Countryside Nissan,4.9,5750 S La Grange Rd Countryside,IL,Gun Metallic,25,32,Gasoline,18966
2015,Volkswagen,Beetle Auto 1.8T,Used,14900,B & M Auto Sales,4.1,6100 W. 159th Street Oak Forest,IL,White,25,33,Gasoline,100937
2019,Honda,CR-V LX,Honda Certified,28995,Muller Honda,4.5,550 Skokie Valley Rd Highland Park,IL,Basque Red Pearl II,25,31,Gasoline,18197
2020,Toyota,RAV4 LE,Toyota Certified,34790,Nashville Toyota North,4.4,2400 Gallatin Pike N Nashville,TN,Super White,27,35,Gasoline,21864
2015,Honda,Civic EX,Used,18000,Oxmoor Mazda,4.7,7913 Shelbyville Rd Louisville,KY,Blue,30,39,Gasoline,87416
2019,Subaru,Outback 2.5i Limited,Subaru Certified,33997,LaFontaine Subaru,4.4,3055 E West Maple Rd Commerce Charter Twp,MI,Ice Silver Metallic,25,32,Gasoline,11905
2020,Chevrolet,Spark 1LT,Used,15988,Randy Marion Chevrolet of Statesville,4.8,601 Gaither Rd Statesville,NC,Toasted Marshmallow Metallic,30,38,Gasoline,48624
2020,Toyota,Corolla LE,Used,23999,Doug Henry Chevrolet Buick GMC Farmville,3.7,8567 W Marlboro Rd Farmville,NC,–,30,38,Gasoline,49821
2021,GMC,Terrain SLT,Used,33995,BMW West Palm Beach,4.7,2901 Okeechobee Blvd West Palm Beach,FL,Satin Steel Metallic,25,30,Gasoline,22972
2015,Honda,Civic LX,Used,19779,AutoNation Honda Miami Lakes,4.7,5925 NW 167th St Miami Lakes,FL,Black,30,39,Gasoline,23960
2021,BMW,330 i xDrive,BMW Certified,40994,BMW of Wyoming Valley,4.7,1470 PA-315 Wilkes-Barre,PA,Alpine White,25,34,Gasoline,17899
2019,Toyota,Prius Limited,Toyota Certified,33981,Woburn Toyota,4.5,394 Washington St Woburn,MA,Blizzard Pearl,54,50,Hybrid,24050
2018,Honda,Accord Touring,Used,30985,AutoNation USA Henderson,4.4,380 N Gibson Rd Henderson,NV,Kona Coffee Metallic,29,35,Gasoline,47140
2021,Toyota,RAV4 LE,Toyota Certified,32498,Concord Toyota,4.5,1090 Concord Ave Concord,CA,Silver Sky Metallic,27,34,Gasoline,15177
2019,Honda,CR-V EX-L,Used,34630,Parker Johnstone's Wilsonville Honda,4.8,30600 SW Parkway Ave Wilsonville,OR,Modern Steel Metallic,27,33,Gasoline,23807
2019,Hyundai,Kona Limited,Used,26998,CarMax Oklahoma City - Now offering Curbside Pickup and Home Delivery,4.3,1121 E Memorial Rd Oklahoma City,OK,Chalk White,26,29,Gasoline,26069
2018,Honda,HR-V EX,Used,17829,Cowboy Toyota,4.9,9525 E R L Thornton Fwy Dallas,TX,Lunar Silver Metallic,28,34,Gasoline,149877
2019,Honda,CR-V EX-L,Used,33000,Clement Hyundai,4.6,971 Wilmer Rd Wentzville,MO,Lunar Silver Metallic,27,33,Gasoline,30194
2019,Honda,Accord Sport,Honda Certified,30795,Frank Leta Honda,4.7,500 Auto Mall Dr O'Fallon,MO,Modern Steel Metallic,29,35,Gasoline,30028
2019,Nissan,Sentra S,Used,19499,AutoNation Hyundai O'Hare,4.8,1509 S River Rd Des Plaines,IL,Gun Metallic,29,37,Gasoline,10093
2021,Toyota,RAV4 LE,Used,29977,ALM Mall of GA,4.4,4228 Buford Drive Buford,GA,Black,27,35,Gasoline,39891
2020,Ford,Escape SEL,Ford Certified,25990,Bill Brown Ford,4.7,35000 Plymouth Rd Livonia,MI,Green,26,31,Gasoline,51638
2019,Chevrolet,Equinox 1LT,Chevrolet Certified,23888,Moran Chevrolet,4.5,35500 S Gratiot Ave Charter Twp of Clinton,MI,Cajun Red Tintcoat,26,32,Gasoline,12117
2021,Mazda,CX-5 Touring,Used,27599,EchoPark Automotive Greenville,4.6,2930 Laurens Rd Greenville,SC,Snowflake White Pearl,25,31,Gasoline,47255
2016,Subaru,Outback 2.5i Limited,Used,22998,CarLotz Tampa,4.9,801 East Bearss Ave Tampa,FL,Lapis Blue Pearl,25,33,Gasoline,82226
2021,Nissan,Sentra SV,Nissan Certified,21900,Sutherlin Nissan Vero Beach,4.7,946 US-1 Vero Beach,FL,Brilliant Silver Metallic,29,39,Gasoline,11327
2017,Buick,Encore Essence,Used,19577,Fitzgerald Buick GMC Rockville,4.5,5501 Nicholson Ln Rockville,MD,Summit White,25,33,Gasoline,20554
2020,Toyota,RAV4 LE,Used,32859,Westchester Toyota,4.7,2167 Central Park Ave Yonkers,NY,Ruby Flare Pearl,27,34,Gasoline,10813
2019,Honda,CR-V EX,Honda Certified,28650,Boch Honda,4.5,279 Boston Providence Hwy Norwood,MA,Crystal Black Pearl,27,33,Gasoline,64432
2019,Mazda,CX-5 Grand Touring,Used,30990,Spreen Mazda,4.6,25140 Redlands Blvd Loma Linda,CA,Deep Crystal Blue Mica,25,31,Gasoline,14122
2022,Toyota,Corolla LE,Toyota Certified,28981,North Park Toyota of San Antonio,4.8,10703 SW Loop 410 San Antonio,TX,Ruby Flare Pearl,30,38,Gasoline,12904
2019,Mazda,CX-5 Grand Touring,Used,29981,North Park Mazda,4.4,9333 San Pedro Ave San Antonio,TX,Machine Gray Metallic,25,31,Gasoline,29584
2020,Toyota,Corolla LE,Used,21401,Texas Toyota of Grapevine,4,701 East State Highway 114 Grapevine,TX,CELESTITE,30,38,Gasoline,47806
2019,Nissan,Versa 1.6 SV,Used,19950,Auto Class Direct,4.3,825 K Ave. Plano,TX,Fresh Powder,31,39,Gasoline,61690
2020,Nissan,Rogue S,Nissan Certified,24586,Trophy Nissan,4.7,5031 N Galloway Ave Mesquite,TX,Caspian Blue,26,33,Gasoline,23696
2019,Toyota,Camry LE,Used,22803,Hertz Car Sales Houston South,3.6,10831 Gulf Fwy Houston,TX,Celestial Silver Metallic,28,39,Gasoline,60652
2020,Mitsubishi,Outlander SEL,Used,24995,Toyota On Western,4.3,6941 S. Western Ave Chicago,IL,Alloy Silver Metallic,25,30,Gasoline,48122
2020,Subaru,Crosstrek Premium,Subaru Certified,30754,Bob Rohrman Subaru of Fort Wayne,4.3,502 W Coliseum Blvd Fort Wayne,IN,Sunshine Orange,27,33,Gasoline,23451
2016,Honda,HR-V EX-L w/Navigation,Used,21426,AutoNation Honda West Knoxville,4.8,10117 Parkside Dr Knoxville,TN,Mulberry Metallic,28,35,Gasoline,83541
2019,Chevrolet,Cruze LT,Used,17498,Auto Palace,4.6,4621 W Broad St Columbus,OH,Brown,28,38,Gasoline,45063
2020,Ford,EcoSport SE,Used,22922,Ricart Used Car Factory,4.7,4255 S Hamilton Rd Groveport,OH,Smoke Metallic,27,29,Gasoline,22303
2021,Subaru,Forester Premium,Subaru Certified,33000,Subaru Port Richey,4.7,11613 Us Highway 19 Port Richey,FL,Ice Silver Metallic,26,33,Gasoline,40248
2019,Honda,CR-V EX,Used,30842,West Herr Honda of Canandaigua,4.8,2311 Rochester Road Canandaigua,NY,Modern Steel Metallic,27,33,Gasoline,42775
2021,Toyota,RAV4 XLE Premium,Used,37990,Auto Wholesale,5,6003 Market St Wilmington,NC,Midnight Black Metallic,28,35,Gasoline,9843
2019,Buick,Encore Preferred,Used,19875,Miami Car Credit,4.7,19390 NW 2nd Ave Miami,FL,Ebony Twilight Metallic,25,30,Gasoline,49408
2020,Toyota,Corolla SE,Toyota Certified,27614,Gateway Toyota,4.6,395 Rt 37e & Batchelor St Toms River,NJ,Blizzard Pearl,31,40,Gasoline,18523
2019,Nissan,Rogue SL,Nissan Certified,28861,Destination Nissan,4.8,770 Central Ave Albany,NY,Midnight Pine Metallic,25,32,Gasoline,23674
2019,Toyota,RAV4 LE,Toyota Certified,31987,Berge Toyota,4.8,2020 Riverview Auto Dr Mesa,AZ,Magnetic Gray Metallic,26,35,Gasoline,31137
2021,Subaru,Outback Premium,Used,33998,CarMax Phoenix-Gilbert - Now offering Curbside Pickup,3.5,1480 E Motorplex Loop Gilbert,AZ,Abyss Blue Pearl,26,33,Gasoline,14148
2019,Subaru,Outback 2.5i Premium,Subaru Certified,30595,AutoNation Subaru Spokane Valley,4.6,10000 E Sprague Ave Spokane Valley,WA,Ice Silver Metallic,25,32,Gasoline,39574
2018,Ford,Focus SE,Used,14488,Bob Howard Buick GMC,4.3,13300 Broadway Ext Oklahoma City,OK,Ingot Silver Metallic,26,38,E85 Flex Fuel,85780
2020,Toyota,Camry LE,Used,27974,Eddy's Chevrolet Cadillac,3.5,8801 E Kellogg Dr Wichita,KS,Silver,28,39,Gasoline,47810
2019,Mazda,CX-5 Grand Touring,Used,29981,North Park Mazda,4.4,9333 San Pedro Ave San Antonio,TX,Machine Gray Metallic,25,31,Gasoline,29584
2021,BMW,X3 sDrive30i,BMW Certified,47357,Sewell BMW of Grapevine,3.9,1111 E State Hwy 114 Grapevine,TX,Jet Black,25,29,Gasoline,13793
2016,Nissan,Sentra S,Used,13998,Kia of North Austin,4.7,13175 US-183 N Austin,TX,Black,29,38,Gasoline,91684
2019,Audi,A4 2.0T Titanium Premium,Used,31990,Mercedes-Benz of West Houston,3.7,1025 Hwy 6 Houston,TX,Brilliant Black,27,34,Gasoline,40578
2020,Nissan,Rogue SV,Used,24277,Matt Bowers Nissan Eastern Shore,2.6,29788 Frederick Blvd Daphne,AL,Magnetic Black Pearl,25,32,Gasoline,66295
2021,Toyota,RAV4 LE,Toyota Certified,34480,Atlanta Toyota,4.6,2345 Pleasant Hill Rd Duluth,GA,Ruby Flare Pearl,27,35,Gasoline,29125
2019,Buick,Encore Preferred,Used,23101,Ricart Chevrolet Buick GMC,2,2589 Billingsley Road Columbus,OH,Summit White,25,30,Gasoline,14059
2012,Volkswagen,Passat 2.0 TDI SEL Premium,Used,9995,AutoNation CDJR FIAT Johnson City,4.4,3700 Bristol Hwy Johnson City,TN,Gray,30,40,Diesel,146137
2021,Nissan,Altima 2.5 SR,Nissan Certified,30500,Scott Clark Nissan,4.6,9215 South Blvd Charlotte,NC,Gray,28,39,Gasoline,17561
2019,Nissan,Rogue SV,Nissan Certified,30214,#1 Cochran Nissan Monroeville,4.7,3355 William Penn Hwy Pittsburgh,PA,Gun Metallic,25,32,Gasoline,11196
2019,Honda,CR-V EX-L,Honda Certified,32995,Honda of Chantilly,4.6,4175 Stonecroft Blvd Chantilly,VA,Platinum White Pearl,27,33,Gasoline,29871
2018,Tesla,Model 3 Long Range,Used,53000,Koons Woodbridge Hyundai,3.9,1880 Opitz Blvd Woodbridge,VA,Midnight Silver Metallic,120,112,Electric,30885
2019,BMW,330 i xDrive,BMW Certified,38495,Passport BMW,4.7,4730 Auth Pl Marlow Heights,MD,Glacier Silver Metallic,25,34,Gasoline,20168
2020,Honda,Civic LX,Used,23540,Rick Case Hyundai Fort Lauderdale,4.6,925 N State Road 7 Plantation,FL,White,30,38,Gasoline,22132
2019,Nissan,Rogue S,Nissan Certified,26384,Destination Nissan,4.8,770 Central Ave Albany,NY,Gun Metallic,25,32,Gasoline,10377
2019,BMW,330 i xDrive,Used,34990,BMW of Ridgefield,4.7,746 Danbury Road Ridgefield,CT,Blue Metallic,25,34,Gasoline,41719
2019,BMW,330 i,BMW Certified,43995,BMW of Honolulu,4.5,777 Kapiolani Blvd Honolulu,HI,Blue Metallic,26,36,Gasoline,12931
2019,Honda,Civic LX,Honda Certified,24900,Boch Honda,4.5,279 Boston Providence Hwy Norwood,MA,Molten Lava Pearl,30,38,Gasoline,32965
2019,Subaru,Forester Premium,Used,28800,Atlantic Subaru,4.3,124 Waterhouse Rd Bourne,MA,Jasper Green Metallic,26,33,Gasoline,38576
2018,Kia,Soul +,Used,19942,AutoNation Toyota Las Vegas,4.6,6300 W Sahara Ave Las Vegas,NV,Mysterious Blue,25,30,Gasoline,24039
2018,Mazda,CX-5 Grand Touring,Used,28991,AutoNation Honda Fremont,4.7,5780 Cushing Pkwy Fremont,CA,Deep Crystal Blue Mica,25,31,Gasoline,18327
2013,Toyota,Camry SE,Used,19998,CarMax North Houston - Now offering Curbside Pickup and Home Delivery,3.2,16110 North Fwy Houston,TX,Black,25,35,Gasoline,85511
2020,Honda,CR-V EX-L,Used,35299,Walser Nissan Wayzata,4.5,15906 Wayzata Blvd Wayzata,MN,LUNAR SILVER METALLIC,27,32,Gasoline,25148
2019,Nissan,Rogue SL,Used,28799,Walser Nissan Coon Rapids,4.8,3300 129th Ave NW Coon Rapids,MN,Pearl White Tricoat,25,32,Gasoline,48303
2020,Toyota,RAV4 XLE,Used,35888,Ray Brandt Toyota,4.7,2460 Veterans Memorial Blvd Kenner,LA,Midnight Black,28,35,Gasoline,14919
2017,Nissan,Versa 1.6 SV,Used,9700,Auto Palace,4.6,4621 W Broad St Columbus,OH,Silver,31,39,Gasoline,81569
2019,Subaru,Crosstrek 2.0i Limited,Used,32995,Roy O'Brien Ford,4.7,22201 E. 9 Mile Road St. Clair Shores,MI,Dark Gray Metallic,27,33,Gasoline,12141
2019,Nissan,Rogue SV,Nissan Certified,26494,Ken Ganley Nissan Medina,4.6,5180 Montville Dr Medina,OH,Gun Metallic,25,32,Gasoline,17919
2019,Chevrolet,Trax LT,Used,18590,Ron Marhofer Chevrolet,4.4,3423 Darrow Rd Stow,OH,Mosaic Black Metallic,26,31,Gasoline,45864
2019,Toyota,Camry LE,Used,22990,Seminole Chevrolet,4.8,972 Towne Center Blvd Sanford,FL,Gray,28,39,Gasoline,32863
2017,Nissan,Rogue SV,Used,22995,Capital Ford,4.8,4900 Capital Blvd Raleigh,NC,Palatial Ruby,25,32,Gasoline,49757
2019,Toyota,C-HR LE,Toyota Certified,23995,Bill Page Toyota,4.4,2923 Annandale Rd Falls Church,VA,Gray,27,31,Gasoline,45246
2019,Toyota,RAV4 LE,Used,30411,Driver's Village,3.2,5885 E Circle Dr Cicero,NY,Super White,25,33,Gasoline,18619
2019,Buick,Encore Preferred,Buick Certified,21997,AutoNation Chevrolet Doral,4.7,1201 NW 89 Court Miami,FL,Coppertino Metallic,25,30,Gasoline,13091
2021,BMW,X3 sDrive30i,Used,46175,Checkered Flag BMW & Mini,4.9,5225 Virginia Beach Blvd Virginia Beach,VA,Black Sapphire Metallic,25,29,Gasoline,38284
2020,Hyundai,Elantra SE,Used,21000,Axis Motorcars,4.4,682 Garfield Ave Jersey City,NJ,Symphony Silver,30,40,Gasoline,22370
2019,Subaru,Crosstrek 2.0i Premium,Subaru Certified,28333,Suburban Subaru,4.2,14 Hartford Tpke Vernon,CT,Venetian Red Pearl,27,33,Gasoline,18353
2021,Honda,CR-V EX,Honda Certified,36999,Kelly Honda,4.6,540 Lynnway Lynn,MA,Radiant Red Metallic,27,32,Gasoline,12387
2021,Subaru,Outback Limited,Used,33998,Planet Subaru,4.5,596 Washington Street Hanover,MA,Ice Silver Metallic,26,33,Gasoline,19488
2019,Toyota,Camry SE,Used,28490,House of Imports,4.7,6862 Auto Center Dr Buena Park,CA,Galactic Aqua,28,39,Gasoline,15741
2020,Honda,Civic LX,Honda Certified,26987,Selma Honda,4.7,2705 Auto Mall Dr Selma,CA,Black,30,38,Gasoline,38504
2017,Tesla,Model X 75D,Used,69950,Shift Bay Area,3.5,2000 Maritime St #100 Oakland,CA,Blue,91,95,Electric,45184
2021,Porsche,Taycan 4S,Used,129990,Porsche Marin,4.3,900 Redwood Hwy Mill Valley,CA,Gentian Blue Metallic,79,80,Electric,11776
2019,Toyota,RAV4 Limited,Used,34901,Texas Toyota of Grapevine,4,701 East State Highway 114 Grapevine,TX,Blueprint,25,33,Gasoline,54252
2021,Nissan,Rogue SV,Used,35525,DallasLeaseReturns.com,4.9,14335 Inwood Rd Dallas,TX,Gun Metallic,26,34,Gasoline,13424
2020,Honda,CR-V EX,Used,37482,Roper Honda,4.7,902 N Rangeline Rd Joplin,MO,White,27,32,Gasoline,16056
2019,Toyota,Camry SE,Used,33262,Shottenkirk Toyota,4.3,5333 Broadway St Quincy,IL,Black,28,39,Gasoline,19476
2019,Chevrolet,Equinox 1LT,Chevrolet Certified,26577,Cox Chevrolet,4.4,2900 Cortez Rd West Bradenton,FL,Mosaic Black Metallic,26,32,Gasoline,13678
2021,Toyota,RAV4 LE,Used,32999,Wilde Lexus Sarasota,4.9,4883 Clark Rd Sarasota,FL,Midnight Black,27,35,Gasoline,10725
2021,Toyota,Corolla LE,Used,22989,EchoPark Automotive Charleston Delivery Center,4.6,ONLINE ONLY Charleston,SC,White,30,38,Gasoline,35642
2019,Honda,CR-V EX,Used,24251,AutoNation Acura Hunt Valley,4.8,10400 York Rd Cockeysville,MD,Gunmetal Metallic,27,33,Gasoline,87505
2019,BMW,330 i,Used,35995,AutoNation Ford Miami,4.7,16800 NW 57th Ave Hialeah,FL,Alpine White,26,36,Gasoline,38416
2019,Honda,Civic LX,Honda Certified,21900,Brickell Honda,4.5,690 SW 8th St Miami,FL,Molten Lava Pearl,30,38,Gasoline,30439
2019,BMW,330 i xDrive,Used,36990,Terryville Chevrolet,4.4,302 Main St Terryville,CT,Sunset Orange Metallic,25,34,Gasoline,42479
